"subj","condition","cause","vign","knowledge","outcome","norm"
"R_3IaQV5yvHu8Kxyk","MIB",7,5,"Ignorance","Bad Outcome","Morality"
"R_z5PEB1oupEy4pYB","MIB",5,5,"Ignorance","Bad Outcome","Morality"
"R_1QYrsywNCa55XuV","MIB",1,5,"Ignorance","Bad Outcome","Morality"
"R_sRQRy3ihu2Us2AN","MIB",7,5,"Ignorance","Bad Outcome","Morality"
"R_1psbDnC86SMKqLF","MIB",7,5,"Ignorance","Bad Outcome","Morality"
"R_33peqeOkQZuNdyY","MIB",6,5,"Ignorance","Bad Outcome","Morality"
"R_vGJkmYoK5YX3GGB","MIB",3,5,"Ignorance","Bad Outcome","Morality"
"R_2qDYSHGCe6NJbwV","MIB",7,5,"Ignorance","Bad Outcome","Morality"
"R_3CCzfCWYIBuIdAJ","MIB",7,5,"Ignorance","Bad Outcome","Morality"
"R_1CCkGU6sX8tUFhZ","MIB",4,5,"Ignorance","Bad Outcome","Morality"
"R_xaS2TYW4sdIrBPr","MIB",7,5,"Ignorance","Bad Outcome","Morality"
"R_2qgY8D5Mcep6LSB","MIB",6,5,"Ignorance","Bad Outcome","Morality"
"R_0VpOup1evmpwxKp","MIB",5,5,"Ignorance","Bad Outcome","Morality"
"R_2TyPGY4bYpdrotX","MIB",5,5,"Ignorance","Bad Outcome","Morality"
"R_0fDcI1J6tmbWSNX","MIB",4,5,"Ignorance","Bad Outcome","Morality"
"R_3OiR0Od33MuZNhg","MIB",1,5,"Ignorance","Bad Outcome","Morality"
"R_3F20Mg3DCzK3WoH","MIB",4,5,"Ignorance","Bad Outcome","Morality"
"R_zfnrBzDedic2vBL","MIB",4,5,"Ignorance","Bad Outcome","Morality"
"R_2U4R9YVCRv7PyJx","MIB",7,5,"Ignorance","Bad Outcome","Morality"
"R_1FfHAYQzuH8l6rT","MIB",7,5,"Ignorance","Bad Outcome","Morality"
"R_1g0IwzbEJjwNJcd","MIB",4,5,"Ignorance","Bad Outcome","Morality"
"R_3mmD4DwZ5jzjlKd","MIB",5,6,"Ignorance","Bad Outcome","Morality"
"R_wLT7EY2Znf0bqoh","MIB",5,6,"Ignorance","Bad Outcome","Morality"
"R_2tsr3IMZZZmu8j7","MIB",5,6,"Ignorance","Bad Outcome","Morality"
"R_3HouVtrG4MHmstv","MIB",6,6,"Ignorance","Bad Outcome","Morality"
"R_3NxLMGW5vurbIqk","MIB",6,6,"Ignorance","Bad Outcome","Morality"
"R_3IaQV5yvHu8Kxyk","MIB",7,6,"Ignorance","Bad Outcome","Morality"
"R_C78K8ShmVgH6Ekp","MIB",5,6,"Ignorance","Bad Outcome","Morality"
"R_1U1uc4X0ucl9Mat","MIB",3,6,"Ignorance","Bad Outcome","Morality"
"R_uadPIK4wYtfAl7r","MIB",2,6,"Ignorance","Bad Outcome","Morality"
"R_ah0IF43LPgzk95D","MIB",7,6,"Ignorance","Bad Outcome","Morality"
"R_1NgKUH4AHEmZYzc","MIB",6,6,"Ignorance","Bad Outcome","Morality"
"R_ymfgN6eeC2D56Qp","MIB",2,6,"Ignorance","Bad Outcome","Morality"
"R_33peqeOkQZuNdyY","MIB",4,6,"Ignorance","Bad Outcome","Morality"
"R_3CCzfCWYIBuIdAJ","MIB",7,6,"Ignorance","Bad Outcome","Morality"
"R_3MalcHq1NNn7AAH","MIB",2,6,"Ignorance","Bad Outcome","Morality"
"R_2azgkYkeDbPTA9w","MIB",4,6,"Ignorance","Bad Outcome","Morality"
"R_724ywM1GDqAVGff","MIB",7,6,"Ignorance","Bad Outcome","Morality"
"R_2zjVqumrDknmrfN","MIB",4,6,"Ignorance","Bad Outcome","Morality"
"R_bmvHIpDeKEtK8Ct","MIB",7,6,"Ignorance","Bad Outcome","Morality"
"R_Xt9CeQyvKvYkvDz","MIB",4,6,"Ignorance","Bad Outcome","Morality"
"R_3fJDlF6Jqxk3bbP","MIB",2,6,"Ignorance","Bad Outcome","Morality"
"R_2WxnywwNuEbwNb4","MIB",4,6,"Ignorance","Bad Outcome","Morality"
"R_1OSPICcw1kOcu8x","MIB",7,6,"Ignorance","Bad Outcome","Morality"
"R_WewcJEbGnNM4e6B","MIB",4,6,"Ignorance","Bad Outcome","Morality"
"R_3m9mguyut5qVssf","MIB",4,6,"Ignorance","Bad Outcome","Morality"
"R_3Hwx2ra4pPW9tvd","MIB",4,6,"Ignorance","Bad Outcome","Morality"
"R_2xDAijuFkMHPdoi","MIB",3,6,"Ignorance","Bad Outcome","Morality"
"R_2qEIhW1LJLQ4mbV","MIB",3,7,"Ignorance","Bad Outcome","Morality"
"R_3Ed5IerPwhQJPn8","MIB",5,7,"Ignorance","Bad Outcome","Morality"
"R_sXamn1JkfIs4AIV","MIB",7,7,"Ignorance","Bad Outcome","Morality"
"R_Ab2xg2MwPtJ2uNr","MIB",5,7,"Ignorance","Bad Outcome","Morality"
"R_2tsr3IMZZZmu8j7","MIB",5,7,"Ignorance","Bad Outcome","Morality"
"R_1U1uc4X0ucl9Mat","MIB",4,7,"Ignorance","Bad Outcome","Morality"
"R_uadPIK4wYtfAl7r","MIB",3,7,"Ignorance","Bad Outcome","Morality"
"R_z5PEB1oupEy4pYB","MIB",5,7,"Ignorance","Bad Outcome","Morality"
"R_3GiYtsszDP6zp4O","MIB",1,7,"Ignorance","Bad Outcome","Morality"
"R_29mlIvWykbwXCnM","MIB",3,7,"Ignorance","Bad Outcome","Morality"
"R_aXWWVtQ1sWX7ail","MIB",5,7,"Ignorance","Bad Outcome","Morality"
"R_1BPi1CzDcKKEgJ7","MIB",6,7,"Ignorance","Bad Outcome","Morality"
"R_ymfgN6eeC2D56Qp","MIB",5,7,"Ignorance","Bad Outcome","Morality"
"R_1QYrsywNCa55XuV","MIB",2,7,"Ignorance","Bad Outcome","Morality"
"R_3kp02971JVVc840","MIB",5,7,"Ignorance","Bad Outcome","Morality"
"R_2ScebHCzhakr6VH","MIB",6,7,"Ignorance","Bad Outcome","Morality"
"R_3CJaOFELGTzHaCF","MIB",5,7,"Ignorance","Bad Outcome","Morality"
"R_3hcDhtRRJvUxHMi","MIB",1,7,"Ignorance","Bad Outcome","Morality"
"R_3D7m5svTQZjuPX5","MIB",7,7,"Ignorance","Bad Outcome","Morality"
"R_27erXg8m0NLzg4G","MIB",5,7,"Ignorance","Bad Outcome","Morality"
"R_Rnb4jHDN9SMgRFf","MIB",7,7,"Ignorance","Bad Outcome","Morality"
"R_12m6aDTcCvk9NXg","MIB",2,7,"Ignorance","Bad Outcome","Morality"
"R_1QbCeEijlxNJDb7","MIB",4,7,"Ignorance","Bad Outcome","Morality"
"R_3im54uYdtSp6K75","MIB",4,7,"Ignorance","Bad Outcome","Morality"
"R_3m9mguyut5qVssf","MIB",6,7,"Ignorance","Bad Outcome","Morality"
"R_3Hwx2ra4pPW9tvd","MIB",4,7,"Ignorance","Bad Outcome","Morality"
"R_qRb7sqzinDRS86Z","MIB",4,7,"Ignorance","Bad Outcome","Morality"
"R_C9bVRuRO9QwhgfT","MIB",7,7,"Ignorance","Bad Outcome","Morality"
"R_1N8HoWlcRZIXsjJ","MIB",7,8,"Ignorance","Bad Outcome","Morality"
"R_12AaHsymVF0r3kD","MIB",4,8,"Ignorance","Bad Outcome","Morality"
"R_2TZusYTZNboEc5A","MIB",7,8,"Ignorance","Bad Outcome","Morality"
"R_2TpkjesdjLIBiWw","MIB",7,8,"Ignorance","Bad Outcome","Morality"
"R_2tsr3IMZZZmu8j7","MIB",6,8,"Ignorance","Bad Outcome","Morality"
"R_1MLDOOhzfY2qI4w","MIB",5,8,"Ignorance","Bad Outcome","Morality"
"R_1nO57m94xGmCJ2B","MIB",1,8,"Ignorance","Bad Outcome","Morality"
"R_3rNTHDTOZB9ar8l","MIB",5,8,"Ignorance","Bad Outcome","Morality"
"R_PNyINuWCdwhp6jn","MIB",3,8,"Ignorance","Bad Outcome","Morality"
"R_1NgKUH4AHEmZYzc","MIB",7,8,"Ignorance","Bad Outcome","Morality"
"R_sRQRy3ihu2Us2AN","MIB",4,8,"Ignorance","Bad Outcome","Morality"
"R_78VfU8kqFbD46NH","MIB",6,8,"Ignorance","Bad Outcome","Morality"
"R_2WGp2Bosxrgw2VO","MIB",6,8,"Ignorance","Bad Outcome","Morality"
"R_1NyKhqJUXO4bp6s","MIB",6,8,"Ignorance","Bad Outcome","Morality"
"R_1FrXc9PHBSpw9oq","MIB",6,8,"Ignorance","Bad Outcome","Morality"
"R_3GoB7ViKQOlkkNF","MIB",4,8,"Ignorance","Bad Outcome","Morality"
"R_2zjVqumrDknmrfN","MIB",3,8,"Ignorance","Bad Outcome","Morality"
"R_2OHF0g0x8vRHkKm","MIB",6,8,"Ignorance","Bad Outcome","Morality"
"R_2TyPGY4bYpdrotX","MIB",3,8,"Ignorance","Bad Outcome","Morality"
"R_0fDcI1J6tmbWSNX","MIB",4,8,"Ignorance","Bad Outcome","Morality"
"R_2wigNvn0TIaPKpA","MIB",3,8,"Ignorance","Bad Outcome","Morality"
"R_Azh66rOWjniMsut","MIB",5,8,"Ignorance","Bad Outcome","Morality"
"R_3im54uYdtSp6K75","MIB",3,8,"Ignorance","Bad Outcome","Morality"
"R_33dwpKJwhyNnADX","MIB",4,8,"Ignorance","Bad Outcome","Morality"
"R_1rxixOkMAascXm4","MIB",6,8,"Ignorance","Bad Outcome","Morality"
"R_1FfHAYQzuH8l6rT","MIB",7,8,"Ignorance","Bad Outcome","Morality"
"R_1hT0EDXw3S1Bg02","MIB",4,9,"Ignorance","Bad Outcome","Morality"
"R_3kCm8jrQRAMR7k5","MIB",4,9,"Ignorance","Bad Outcome","Morality"
"R_Ab2xg2MwPtJ2uNr","MIB",4,9,"Ignorance","Bad Outcome","Morality"
"R_3MmM3XBJgTiSVic","MIB",6,9,"Ignorance","Bad Outcome","Morality"
"R_1MLDOOhzfY2qI4w","MIB",3,9,"Ignorance","Bad Outcome","Morality"
"R_2D6RnFmdYIKLDGY","MIB",6,9,"Ignorance","Bad Outcome","Morality"
"R_3IaQV5yvHu8Kxyk","MIB",7,9,"Ignorance","Bad Outcome","Morality"
"R_C78K8ShmVgH6Ekp","MIB",5,9,"Ignorance","Bad Outcome","Morality"
"R_1U1uc4X0ucl9Mat","MIB",4,9,"Ignorance","Bad Outcome","Morality"
"R_z5PEB1oupEy4pYB","MIB",4,9,"Ignorance","Bad Outcome","Morality"
"R_PNyINuWCdwhp6jn","MIB",3,9,"Ignorance","Bad Outcome","Morality"
"R_1NgKUH4AHEmZYzc","MIB",5,9,"Ignorance","Bad Outcome","Morality"
"R_6RVVURvFODNlQVH","MIB",7,9,"Ignorance","Bad Outcome","Morality"
"R_3CCzfCWYIBuIdAJ","MIB",7,9,"Ignorance","Bad Outcome","Morality"
"R_2zoP3J0cHCiesGg","MIB",2,9,"Ignorance","Bad Outcome","Morality"
"R_suH1bjbj1tHQ2S5","MIB",7,9,"Ignorance","Bad Outcome","Morality"
"R_T0Bb72ebhwrqdTH","MIB",3,9,"Ignorance","Bad Outcome","Morality"
"R_5cANWUuRiP2hh3r","MIB",1,9,"Ignorance","Bad Outcome","Morality"
"R_1GZC3KjYRqvoYBs","MIB",7,9,"Ignorance","Bad Outcome","Morality"
"R_1OK1Ea2r111i93j","MIB",5,9,"Ignorance","Bad Outcome","Morality"
"R_31ivGVbNQs6sqz2","MIB",5,9,"Ignorance","Bad Outcome","Morality"
"R_9MmObpWUX0vXmxT","MIB",5,9,"Ignorance","Bad Outcome","Morality"
"R_zfnrBzDedic2vBL","MIB",3,9,"Ignorance","Bad Outcome","Morality"
"R_2U4R9YVCRv7PyJx","MIB",7,9,"Ignorance","Bad Outcome","Morality"
"R_1lzMCnWGOUieQV1","MIB",4,9,"Ignorance","Bad Outcome","Morality"
"R_2qEIhW1LJLQ4mbV","MIG",5,1,"Ignorance","Good Outcome","Morality"
"R_8tR9nf8utuGhHJD","MIG",6,1,"Ignorance","Good Outcome","Morality"
"R_3mmD4DwZ5jzjlKd","MIG",6,1,"Ignorance","Good Outcome","Morality"
"R_2RPKaAqPYJvm1wt","MIG",5,1,"Ignorance","Good Outcome","Morality"
"R_1OxBc5JRpdsUWJI","MIG",2,1,"Ignorance","Good Outcome","Morality"
"R_2D6RnFmdYIKLDGY","MIG",5,1,"Ignorance","Good Outcome","Morality"
"R_3kwbWTV6WYeXiRJ","MIG",4,1,"Ignorance","Good Outcome","Morality"
"R_PNyINuWCdwhp6jn","MIG",3,1,"Ignorance","Good Outcome","Morality"
"R_u3mZgdE5EmlnFyp","MIG",5,1,"Ignorance","Good Outcome","Morality"
"R_3iCmGjxhdopXlJt","MIG",3,1,"Ignorance","Good Outcome","Morality"
"R_5irIPLM0AddGbOF","MIG",6,1,"Ignorance","Good Outcome","Morality"
"R_1BPi1CzDcKKEgJ7","MIG",7,1,"Ignorance","Good Outcome","Morality"
"R_724ywM1GDqAVGff","MIG",3,1,"Ignorance","Good Outcome","Morality"
"R_2zoP3J0cHCiesGg","MIG",6,1,"Ignorance","Good Outcome","Morality"
"R_dasRi2FWsgVJdZL","MIG",1,1,"Ignorance","Good Outcome","Morality"
"R_Xt9CeQyvKvYkvDz","MIG",6,1,"Ignorance","Good Outcome","Morality"
"R_xaS2TYW4sdIrBPr","MIG",7,1,"Ignorance","Good Outcome","Morality"
"R_1eQBbr1lnGQjYxo","MIG",7,1,"Ignorance","Good Outcome","Morality"
"R_2t9Y0p92WF9V0y8","MIG",4,1,"Ignorance","Good Outcome","Morality"
"R_1OK1Ea2r111i93j","MIG",6,1,"Ignorance","Good Outcome","Morality"
"R_3Rr6tgrjeAz00bP","MIG",6,1,"Ignorance","Good Outcome","Morality"
"R_3MSTrMek0UOMf7w","MIG",5,1,"Ignorance","Good Outcome","Morality"
"R_1Q64uNkQT3c3SGT","MIG",7,1,"Ignorance","Good Outcome","Morality"
"R_3Hwx2ra4pPW9tvd","MIG",3,1,"Ignorance","Good Outcome","Morality"
"R_1g0IwzbEJjwNJcd","MIG",4,1,"Ignorance","Good Outcome","Morality"
"R_1hT0EDXw3S1Bg02","MIG",4,10,"Ignorance","Good Outcome","Morality"
"R_3Ed5IerPwhQJPn8","MIG",6,10,"Ignorance","Good Outcome","Morality"
"R_2cpVe54vh0S9WZf","MIG",3,10,"Ignorance","Good Outcome","Morality"
"R_2TpkjesdjLIBiWw","MIG",6,10,"Ignorance","Good Outcome","Morality"
"R_30d6TXVvJCWtFF1","MIG",6,10,"Ignorance","Good Outcome","Morality"
"R_2D6RnFmdYIKLDGY","MIG",3,10,"Ignorance","Good Outcome","Morality"
"R_3NxLMGW5vurbIqk","MIG",4,10,"Ignorance","Good Outcome","Morality"
"R_3IaQV5yvHu8Kxyk","MIG",1,10,"Ignorance","Good Outcome","Morality"
"R_C78K8ShmVgH6Ekp","MIG",5,10,"Ignorance","Good Outcome","Morality"
"R_aXWWVtQ1sWX7ail","MIG",5,10,"Ignorance","Good Outcome","Morality"
"R_3kp02971JVVc840","MIG",4,10,"Ignorance","Good Outcome","Morality"
"R_1N47ZfTDzalYlzj","MIG",7,10,"Ignorance","Good Outcome","Morality"
"R_33peqeOkQZuNdyY","MIG",2,10,"Ignorance","Good Outcome","Morality"
"R_3MalcHq1NNn7AAH","MIG",6,10,"Ignorance","Good Outcome","Morality"
"R_3lXHlADFJldn0oG","MIG",3,10,"Ignorance","Good Outcome","Morality"
"R_3kLqcMug76KzX1f","MIG",3,10,"Ignorance","Good Outcome","Morality"
"R_3CJaOFELGTzHaCF","MIG",1,10,"Ignorance","Good Outcome","Morality"
"R_5cANWUuRiP2hh3r","MIG",5,10,"Ignorance","Good Outcome","Morality"
"R_0VpOup1evmpwxKp","MIG",6,10,"Ignorance","Good Outcome","Morality"
"R_0fDcI1J6tmbWSNX","MIG",3,10,"Ignorance","Good Outcome","Morality"
"R_2sZxty3oPeJquT5","MIG",3,10,"Ignorance","Good Outcome","Morality"
"R_yKKVqms1o43RESl","MIG",2,10,"Ignorance","Good Outcome","Morality"
"R_31ivGVbNQs6sqz2","MIG",6,10,"Ignorance","Good Outcome","Morality"
"R_1Q64uNkQT3c3SGT","MIG",7,10,"Ignorance","Good Outcome","Morality"
"R_zfnrBzDedic2vBL","MIG",3,10,"Ignorance","Good Outcome","Morality"
"R_r7q1XXPTW8nQxFf","MIG",2,10,"Ignorance","Good Outcome","Morality"
"R_3ESXNYVv8yXkf1m","MIG",3,10,"Ignorance","Good Outcome","Morality"
"R_2uWnFWiclkxHsdR","MIG",3,11,"Ignorance","Good Outcome","Morality"
"R_12AaHsymVF0r3kD","MIG",6,11,"Ignorance","Good Outcome","Morality"
"R_1nOp86S07OpINY5","MIG",6,11,"Ignorance","Good Outcome","Morality"
"R_2QhMoGlC9lopDQi","MIG",6,11,"Ignorance","Good Outcome","Morality"
"R_wLT7EY2Znf0bqoh","MIG",3,11,"Ignorance","Good Outcome","Morality"
"R_30d6TXVvJCWtFF1","MIG",5,11,"Ignorance","Good Outcome","Morality"
"R_pa7PJoJkMI2R1Xb","MIG",7,11,"Ignorance","Good Outcome","Morality"
"R_3dXLUOIfVgHhCQP","MIG",4,11,"Ignorance","Good Outcome","Morality"
"R_uadPIK4wYtfAl7r","MIG",6,11,"Ignorance","Good Outcome","Morality"
"R_3OpHzuhAyWXFHjj","MIG",5,11,"Ignorance","Good Outcome","Morality"
"R_3GiYtsszDP6zp4O","MIG",1,11,"Ignorance","Good Outcome","Morality"
"R_3kp02971JVVc840","MIG",6,11,"Ignorance","Good Outcome","Morality"
"R_DNtis0P6aD6JcPL","MIG",7,11,"Ignorance","Good Outcome","Morality"
"R_1Pd6NnGURFCmKUa","MIG",7,11,"Ignorance","Good Outcome","Morality"
"R_3en13rtohCNzfdm","MIG",7,11,"Ignorance","Good Outcome","Morality"
"R_724ywM1GDqAVGff","MIG",5,11,"Ignorance","Good Outcome","Morality"
"R_2zoP3J0cHCiesGg","MIG",2,11,"Ignorance","Good Outcome","Morality"
"R_dasRi2FWsgVJdZL","MIG",7,11,"Ignorance","Good Outcome","Morality"
"R_xaS2TYW4sdIrBPr","MIG",7,11,"Ignorance","Good Outcome","Morality"
"R_1gdq5PPbWdh4hR2","MIG",5,11,"Ignorance","Good Outcome","Morality"
"R_2WxnywwNuEbwNb4","MIG",4,11,"Ignorance","Good Outcome","Morality"
"R_27erXg8m0NLzg4G","MIG",5,11,"Ignorance","Good Outcome","Morality"
"R_3gV8b7Tp51omQcF","MIG",5,11,"Ignorance","Good Outcome","Morality"
"R_2bUzt3glVBmuTKT","MIG",6,11,"Ignorance","Good Outcome","Morality"
"R_1qg13sW0PSdwwpT","MIG",5,11,"Ignorance","Good Outcome","Morality"
"R_r7q1XXPTW8nQxFf","MIG",2,11,"Ignorance","Good Outcome","Morality"
"R_3CQrBEtZ5lQIpcw","MIG",3,11,"Ignorance","Good Outcome","Morality"
"R_rfDOr9YwrCWSGnD","MIG",6,12,"Ignorance","Good Outcome","Morality"
"R_qKmCIe2FmCFNE5P","MIG",7,12,"Ignorance","Good Outcome","Morality"
"R_1gHDsO0nNiXRFFg","MIG",4,12,"Ignorance","Good Outcome","Morality"
"R_31G8XueDJF9CjL8","MIG",6,12,"Ignorance","Good Outcome","Morality"
"R_3IaQV5yvHu8Kxyk","MIG",7,12,"Ignorance","Good Outcome","Morality"
"R_qWT7mrr0GirDxW9","MIG",6,12,"Ignorance","Good Outcome","Morality"
"R_zSxiX6h0F32Hbix","MIG",5,12,"Ignorance","Good Outcome","Morality"
"R_3dXLUOIfVgHhCQP","MIG",5,12,"Ignorance","Good Outcome","Morality"
"R_R9VMB27bkUrh5Dz","MIG",3,12,"Ignorance","Good Outcome","Morality"
"R_27ydlW4vb3gpoVu","MIG",6,12,"Ignorance","Good Outcome","Morality"
"R_2B3e8M5TDAmowSS","MIG",7,12,"Ignorance","Good Outcome","Morality"
"R_5irIPLM0AddGbOF","MIG",6,12,"Ignorance","Good Outcome","Morality"
"R_1BPi1CzDcKKEgJ7","MIG",7,12,"Ignorance","Good Outcome","Morality"
"R_3CCzfCWYIBuIdAJ","MIG",7,12,"Ignorance","Good Outcome","Morality"
"R_2azgkYkeDbPTA9w","MIG",7,12,"Ignorance","Good Outcome","Morality"
"R_yQ2SypcIcQ3bz5T","MIG",4,12,"Ignorance","Good Outcome","Morality"
"R_2zT3UUy5D33yoS9","MIG",2,12,"Ignorance","Good Outcome","Morality"
"R_1gdq5PPbWdh4hR2","MIG",4,12,"Ignorance","Good Outcome","Morality"
"R_2pRnwxbt0bDbkCQ","MIG",6,12,"Ignorance","Good Outcome","Morality"
"R_b33zNyLFaa8PeH7","MIG",2,12,"Ignorance","Good Outcome","Morality"
"R_pACj46av4J5QKkN","MIG",1,12,"Ignorance","Good Outcome","Morality"
"R_rpWlwdtT1VbWMW5","MIG",7,12,"Ignorance","Good Outcome","Morality"
"R_31ivGVbNQs6sqz2","MIG",5,12,"Ignorance","Good Outcome","Morality"
"R_3Rr6tgrjeAz00bP","MIG",4,12,"Ignorance","Good Outcome","Morality"
"R_1rdoxOtIpMbE14a","MIG",6,12,"Ignorance","Good Outcome","Morality"
"R_WewcJEbGnNM4e6B","MIG",2,12,"Ignorance","Good Outcome","Morality"
"R_1FfHAYQzuH8l6rT","MIG",7,12,"Ignorance","Good Outcome","Morality"
"R_bIcyzXOO7YOhjhf","MIG",7,12,"Ignorance","Good Outcome","Morality"
"R_2qEIhW1LJLQ4mbV","MIG",5,13,"Ignorance","Good Outcome","Morality"
"R_12AaHsymVF0r3kD","MIG",6,13,"Ignorance","Good Outcome","Morality"
"R_sXamn1JkfIs4AIV","MIG",7,13,"Ignorance","Good Outcome","Morality"
"R_rfDOr9YwrCWSGnD","MIG",6,13,"Ignorance","Good Outcome","Morality"
"R_qKmCIe2FmCFNE5P","MIG",2,13,"Ignorance","Good Outcome","Morality"
"R_C78K8ShmVgH6Ekp","MIG",6,13,"Ignorance","Good Outcome","Morality"
"R_3kwbWTV6WYeXiRJ","MIG",4,13,"Ignorance","Good Outcome","Morality"
"R_R9VMB27bkUrh5Dz","MIG",4,13,"Ignorance","Good Outcome","Morality"
"R_3rNTHDTOZB9ar8l","MIG",5,13,"Ignorance","Good Outcome","Morality"
"R_ah0IF43LPgzk95D","MIG",7,13,"Ignorance","Good Outcome","Morality"
"R_1Gy4qLlgNT8TLyi","MIG",6,13,"Ignorance","Good Outcome","Morality"
"R_1psbDnC86SMKqLF","MIG",7,13,"Ignorance","Good Outcome","Morality"
"R_3fQ6dfaer0vxRsM","MIG",3,13,"Ignorance","Good Outcome","Morality"
"R_2qDYSHGCe6NJbwV","MIG",4,13,"Ignorance","Good Outcome","Morality"
"R_1Pd6NnGURFCmKUa","MIG",4,13,"Ignorance","Good Outcome","Morality"
"R_1CCkGU6sX8tUFhZ","MIG",6,13,"Ignorance","Good Outcome","Morality"
"R_2dLp2F09dt3Hyb8","MIG",5,13,"Ignorance","Good Outcome","Morality"
"R_2OHF0g0x8vRHkKm","MIG",6,13,"Ignorance","Good Outcome","Morality"
"R_1gdq5PPbWdh4hR2","MIG",3,13,"Ignorance","Good Outcome","Morality"
"R_2t9Y0p92WF9V0y8","MIG",6,13,"Ignorance","Good Outcome","Morality"
"R_2cvLdveHqFapOLD","MIG",5,13,"Ignorance","Good Outcome","Morality"
"R_6QjEqNKOSz3crZL","MIG",7,13,"Ignorance","Good Outcome","Morality"
"R_3F20Mg3DCzK3WoH","MIG",5,13,"Ignorance","Good Outcome","Morality"
"R_1Q64uNkQT3c3SGT","MIG",2,13,"Ignorance","Good Outcome","Morality"
"R_1rxixOkMAascXm4","MIG",4,13,"Ignorance","Good Outcome","Morality"
"R_2Xhdc4njFbGcgew","MIG",6,13,"Ignorance","Good Outcome","Morality"
"R_bIcyzXOO7YOhjhf","MIG",6,13,"Ignorance","Good Outcome","Morality"
"R_3kCm8jrQRAMR7k5","MIG",5,14,"Ignorance","Good Outcome","Morality"
"R_2RPKaAqPYJvm1wt","MIG",5,14,"Ignorance","Good Outcome","Morality"
"R_2cpVe54vh0S9WZf","MIG",6,14,"Ignorance","Good Outcome","Morality"
"R_pDW7Z2tWXxf2hLH","MIG",1,14,"Ignorance","Good Outcome","Morality"
"R_2tsr3IMZZZmu8j7","MIG",7,14,"Ignorance","Good Outcome","Morality"
"R_1OxBc5JRpdsUWJI","MIG",7,14,"Ignorance","Good Outcome","Morality"
"R_pa7PJoJkMI2R1Xb","MIG",6,14,"Ignorance","Good Outcome","Morality"
"R_2B3e8M5TDAmowSS","MIG",6,14,"Ignorance","Good Outcome","Morality"
"R_2BmTk2b9tDRS4j0","MIG",5,14,"Ignorance","Good Outcome","Morality"
"R_3iCmGjxhdopXlJt","MIG",5,14,"Ignorance","Good Outcome","Morality"
"R_1QYrsywNCa55XuV","MIG",6,14,"Ignorance","Good Outcome","Morality"
"R_ZHTuiqOszhDFxFn","MIG",7,14,"Ignorance","Good Outcome","Morality"
"R_2qDYSHGCe6NJbwV","MIG",4,14,"Ignorance","Good Outcome","Morality"
"R_3CCzfCWYIBuIdAJ","MIG",7,14,"Ignorance","Good Outcome","Morality"
"R_1CCkGU6sX8tUFhZ","MIG",6,14,"Ignorance","Good Outcome","Morality"
"R_3lXHlADFJldn0oG","MIG",6,14,"Ignorance","Good Outcome","Morality"
"R_2zoP3J0cHCiesGg","MIG",6,14,"Ignorance","Good Outcome","Morality"
"R_3OesKoqEYrnf0Sr","MIG",6,14,"Ignorance","Good Outcome","Morality"
"R_1gdq5PPbWdh4hR2","MIG",4,14,"Ignorance","Good Outcome","Morality"
"R_0fDcI1J6tmbWSNX","MIG",5,14,"Ignorance","Good Outcome","Morality"
"R_1GZC3KjYRqvoYBs","MIG",4,14,"Ignorance","Good Outcome","Morality"
"R_27erXg8m0NLzg4G","MIG",6,14,"Ignorance","Good Outcome","Morality"
"R_2cvLdveHqFapOLD","MIG",3,14,"Ignorance","Good Outcome","Morality"
"R_6QjEqNKOSz3crZL","MIG",7,14,"Ignorance","Good Outcome","Morality"
"R_3MSTrMek0UOMf7w","MIG",5,14,"Ignorance","Good Outcome","Morality"
"R_3NCkpKh6QruXNnj","MIG",4,14,"Ignorance","Good Outcome","Morality"
"R_2xDAijuFkMHPdoi","MIG",4,14,"Ignorance","Good Outcome","Morality"
"R_3Ed5IerPwhQJPn8","MIG",7,15,"Ignorance","Good Outcome","Morality"
"R_3mmD4DwZ5jzjlKd","MIG",5,15,"Ignorance","Good Outcome","Morality"
"R_1nOp86S07OpINY5","MIG",6,15,"Ignorance","Good Outcome","Morality"
"R_2cpVe54vh0S9WZf","MIG",6,15,"Ignorance","Good Outcome","Morality"
"R_6f1F85QWuN84dqh","MIG",5,15,"Ignorance","Good Outcome","Morality"
"R_W7qSRp02JiEp8D7","MIG",6,15,"Ignorance","Good Outcome","Morality"
"R_2SGlBy7b05SaXmr","MIG",5,15,"Ignorance","Good Outcome","Morality"
"R_1duVPQxVjrpg2Hr","MIG",7,15,"Ignorance","Good Outcome","Morality"
"R_31G8XueDJF9CjL8","MIG",2,15,"Ignorance","Good Outcome","Morality"
"R_uadPIK4wYtfAl7r","MIG",2,15,"Ignorance","Good Outcome","Morality"
"R_3OpHzuhAyWXFHjj","MIG",5,15,"Ignorance","Good Outcome","Morality"
"R_ah0IF43LPgzk95D","MIG",7,15,"Ignorance","Good Outcome","Morality"
"R_3fQ6dfaer0vxRsM","MIG",2,15,"Ignorance","Good Outcome","Morality"
"R_2P7QDiuiHXWKyHb","MIG",4,15,"Ignorance","Good Outcome","Morality"
"R_2cCUKmBdoTRW3F8","MIG",7,15,"Ignorance","Good Outcome","Morality"
"R_3lXHlADFJldn0oG","MIG",4,15,"Ignorance","Good Outcome","Morality"
"R_2zjVqumrDknmrfN","MIG",3,15,"Ignorance","Good Outcome","Morality"
