"subj","question","condition","response","vign","knowledge","outcome","norm"
"R_1laYtVxtoX1Y33F","moral","RKB",1,12,"Knowledge","Bad Outcome","Rationality"
"R_3012Nf3o7r10OSk","moral","RKB",4,12,"Knowledge","Bad Outcome","Rationality"
"R_3rJmHS6AcVh0mA5","moral","RKB",6,12,"Knowledge","Bad Outcome","Rationality"
"R_11YiJHgplnC6tFv","moral","RKB",2,12,"Knowledge","Bad Outcome","Rationality"
"R_3lrehgvkjdSEPDj","moral","RKB",6,12,"Knowledge","Bad Outcome","Rationality"
"R_3hgRQu2g3Pz7B5B","moral","RKB",7,12,"Knowledge","Bad Outcome","Rationality"
"R_129EicnzW5N4gT2","moral","RKB",3,12,"Knowledge","Bad Outcome","Rationality"
"R_1gGE1y5MAA9R7XL","moral","RKB",4,12,"Knowledge","Bad Outcome","Rationality"
"R_1mpYMLn3bHMBNJ6","moral","RKB",6,12,"Knowledge","Bad Outcome","Rationality"
"R_2ygslxE9KKB0U5t","moral","RKB",5,12,"Knowledge","Bad Outcome","Rationality"
"R_2D7GOZXVcjokPUR","moral","RKB",5,12,"Knowledge","Bad Outcome","Rationality"
"R_2CeVYP92B8J9CBa","moral","RKB",3,12,"Knowledge","Bad Outcome","Rationality"
"R_2c1T9PYxBKcBRzv","moral","RKB",6,12,"Knowledge","Bad Outcome","Rationality"
"R_12liuamNAMTTASg","moral","RKB",6,12,"Knowledge","Bad Outcome","Rationality"
"R_6MtqNC0dygQS5I5","moral","RKB",4,12,"Knowledge","Bad Outcome","Rationality"
"R_2q4odT6h4hmmx0T","moral","RKB",2,12,"Knowledge","Bad Outcome","Rationality"
"R_3FJanM7CPcs2uDz","moral","RKB",4,12,"Knowledge","Bad Outcome","Rationality"
"R_2thE9cXB0Rrflqr","moral","RKB",2,12,"Knowledge","Bad Outcome","Rationality"
"R_3Ge8Mw7q22SmTYJ","moral","RKB",5,12,"Knowledge","Bad Outcome","Rationality"
"R_29vl5hKOgc7nM6t","moral","RKB",2,12,"Knowledge","Bad Outcome","Rationality"
"R_1GNckx8iR0MyB53","moral","RKB",6,13,"Knowledge","Bad Outcome","Rationality"
"R_1JOXv2iKeD2CTH6","moral","RKB",2,13,"Knowledge","Bad Outcome","Rationality"
"R_2rjSi9liLXRDZN7","moral","RKB",1,13,"Knowledge","Bad Outcome","Rationality"
"R_2P7n2kkR8AWqwbA","moral","RKB",5,13,"Knowledge","Bad Outcome","Rationality"
"R_3MQgazHr2PORZoF","moral","RKB",1,13,"Knowledge","Bad Outcome","Rationality"
"R_bdg5rZAzgE1TOMh","moral","RKB",2,13,"Knowledge","Bad Outcome","Rationality"
"R_1laYtVxtoX1Y33F","moral","RKB",1,13,"Knowledge","Bad Outcome","Rationality"
"R_3Jruot2HTrZQbGh","moral","RKB",5,13,"Knowledge","Bad Outcome","Rationality"
"R_1q9FXqVDkncqZdx","moral","RKB",5,13,"Knowledge","Bad Outcome","Rationality"
"R_2AYi3BxnEZfqpZK","moral","RKB",2,13,"Knowledge","Bad Outcome","Rationality"
"R_2upNOfxuM42nqCu","moral","RKB",1,13,"Knowledge","Bad Outcome","Rationality"
"R_3qHyb5ZjhcoXpSg","moral","RKB",3,13,"Knowledge","Bad Outcome","Rationality"
"R_1HqI9csHbUabml7","moral","RKB",1,13,"Knowledge","Bad Outcome","Rationality"
"R_1K9ENKGtHpJ9WqV","moral","RKB",5,13,"Knowledge","Bad Outcome","Rationality"
"R_3OoVv24Xf5rxDmf","moral","RKB",1,13,"Knowledge","Bad Outcome","Rationality"
"R_3rJ51T2ruwNbfAU","moral","RKB",5,13,"Knowledge","Bad Outcome","Rationality"
"R_3GfyJpTBwVugnJb","moral","RKB",1,13,"Knowledge","Bad Outcome","Rationality"
"R_3RflkQJbqZ9BSFA","moral","RKB",3,13,"Knowledge","Bad Outcome","Rationality"
"R_2Cq3QWBzV1OPZyN","moral","RKB",2,13,"Knowledge","Bad Outcome","Rationality"
"R_Y3URb6BAYWwxw8F","moral","RKB",5,13,"Knowledge","Bad Outcome","Rationality"
"R_2eQe2N5vS0VzuL6","moral","RKB",1,13,"Knowledge","Bad Outcome","Rationality"
"R_2TGl5rAxFg4Ja9n","moral","RKB",1,13,"Knowledge","Bad Outcome","Rationality"
"R_2rDypkftVvoLaqc","moral","RKB",4,13,"Knowledge","Bad Outcome","Rationality"
"R_w1yiYligPGlVtMR","moral","RKB",3,13,"Knowledge","Bad Outcome","Rationality"
"R_3IWhbP0bgUtdAHa","moral","RKB",4,13,"Knowledge","Bad Outcome","Rationality"
"R_27wl9xEnemWuTXg","moral","RKB",1,13,"Knowledge","Bad Outcome","Rationality"
"R_1GNckx8iR0MyB53","moral","RKB",6,14,"Knowledge","Bad Outcome","Rationality"
"R_77YMSCwDHQBtynf","moral","RKB",4,14,"Knowledge","Bad Outcome","Rationality"
"R_3dEacrXEDPu37re","moral","RKB",5,14,"Knowledge","Bad Outcome","Rationality"
"R_1hFpJO86VERnx5F","moral","RKB",1,14,"Knowledge","Bad Outcome","Rationality"
"R_1hSz0Jm1UlkYLv3","moral","RKB",1,14,"Knowledge","Bad Outcome","Rationality"
"R_RWZqZe6IB87Zd1n","moral","RKB",1,14,"Knowledge","Bad Outcome","Rationality"
"R_3MQgazHr2PORZoF","moral","RKB",1,14,"Knowledge","Bad Outcome","Rationality"
"R_qQIhaR6uiDnK1vH","moral","RKB",1,14,"Knowledge","Bad Outcome","Rationality"
"R_2upNOfxuM42nqCu","moral","RKB",1,14,"Knowledge","Bad Outcome","Rationality"
"R_3dEoUSu6qECFvKn","moral","RKB",1,14,"Knowledge","Bad Outcome","Rationality"
"R_3qHyb5ZjhcoXpSg","moral","RKB",1,14,"Knowledge","Bad Outcome","Rationality"
"R_1OBnPYMt6qgk5bm","moral","RKB",1,14,"Knowledge","Bad Outcome","Rationality"
"R_1HqI9csHbUabml7","moral","RKB",1,14,"Knowledge","Bad Outcome","Rationality"
"R_1j81MYOOvUb72Zw","moral","RKB",2,14,"Knowledge","Bad Outcome","Rationality"
"R_3nfrl4lwiRmjrbK","moral","RKB",2,14,"Knowledge","Bad Outcome","Rationality"
"R_1Aga2njqskcPlCx","moral","RKB",4,14,"Knowledge","Bad Outcome","Rationality"
"R_1mpYMLn3bHMBNJ6","moral","RKB",3,14,"Knowledge","Bad Outcome","Rationality"
"R_2tqURiLTFn9WlHP","moral","RKB",1,14,"Knowledge","Bad Outcome","Rationality"
"R_3GfyJpTBwVugnJb","moral","RKB",1,14,"Knowledge","Bad Outcome","Rationality"
"R_01bV1iz8tBW0JP3","moral","RKB",4,14,"Knowledge","Bad Outcome","Rationality"
"R_1reQmhV7MHR1Hjd","moral","RKB",1,14,"Knowledge","Bad Outcome","Rationality"
"R_eEc8NFvfssWnOUh","moral","RKB",1,14,"Knowledge","Bad Outcome","Rationality"
"R_1lcmFF3SVmwpTCA","moral","RKB",1,14,"Knowledge","Bad Outcome","Rationality"
"R_8filTUw4nwyQyat","moral","RKB",2,14,"Knowledge","Bad Outcome","Rationality"
"R_2BqzFPGiuVehjZi","moral","RKB",2,14,"Knowledge","Bad Outcome","Rationality"
"R_27wl9xEnemWuTXg","moral","RKB",1,14,"Knowledge","Bad Outcome","Rationality"
"R_2BaE06eFVQCbqBt","moral","RKB",3,15,"Knowledge","Bad Outcome","Rationality"
"R_1GNckx8iR0MyB53","moral","RKB",6,15,"Knowledge","Bad Outcome","Rationality"
"R_3gYMp48vyvxcl3v","moral","RKB",2,15,"Knowledge","Bad Outcome","Rationality"
"R_3kAQU2kSpWeSWAs","moral","RKB",1,15,"Knowledge","Bad Outcome","Rationality"
"R_3Gj34JHw1lpXmi9","moral","RKB",6,15,"Knowledge","Bad Outcome","Rationality"
"R_yNJqQLUiI0ZYfpn","moral","RKB",4,15,"Knowledge","Bad Outcome","Rationality"
"R_3fIXTvdzh8oxV1L","moral","RKB",4,15,"Knowledge","Bad Outcome","Rationality"
"R_bdg5rZAzgE1TOMh","moral","RKB",1,15,"Knowledge","Bad Outcome","Rationality"
"R_O9l03sKDyYPQR1L","moral","RKB",3,15,"Knowledge","Bad Outcome","Rationality"
"R_8oXnAAFcxaK83vz","moral","RKB",3,15,"Knowledge","Bad Outcome","Rationality"
"R_3rJmHS6AcVh0mA5","moral","RKB",6,15,"Knowledge","Bad Outcome","Rationality"
"R_3Jruot2HTrZQbGh","moral","RKB",5,15,"Knowledge","Bad Outcome","Rationality"
"R_1K9ENKGtHpJ9WqV","moral","RKB",6,15,"Knowledge","Bad Outcome","Rationality"
"R_07YMsQv4tVac8MN","moral","RKB",2,15,"Knowledge","Bad Outcome","Rationality"
"R_1rNABCQLfGsabgC","moral","RKB",3,15,"Knowledge","Bad Outcome","Rationality"
"R_2tqURiLTFn9WlHP","moral","RKB",6,15,"Knowledge","Bad Outcome","Rationality"
"R_xbICNVUV6i3EwSd","moral","RKB",3,15,"Knowledge","Bad Outcome","Rationality"
"R_3RflkQJbqZ9BSFA","moral","RKB",3,15,"Knowledge","Bad Outcome","Rationality"
"R_1dpjiMmu9NBeCCN","moral","RKB",2,15,"Knowledge","Bad Outcome","Rationality"
"R_3oWU5TTzkXOT60i","moral","RKB",1,15,"Knowledge","Bad Outcome","Rationality"
"R_3FJanM7CPcs2uDz","moral","RKB",1,15,"Knowledge","Bad Outcome","Rationality"
"R_3Ge8Mw7q22SmTYJ","moral","RKB",5,15,"Knowledge","Bad Outcome","Rationality"
"R_3hbCIAeeJzdgmjJ","moral","RKB",4,15,"Knowledge","Bad Outcome","Rationality"
"R_0vU5wieIFCrPRIZ","moral","RKB",1,16,"Knowledge","Bad Outcome","Rationality"
"R_2ALtH8EmiEgNXpb","moral","RKB",1,16,"Knowledge","Bad Outcome","Rationality"
"R_1hFpJO86VERnx5F","moral","RKB",1,16,"Knowledge","Bad Outcome","Rationality"
"R_3O6PqNPMCugLmgh","moral","RKB",2,16,"Knowledge","Bad Outcome","Rationality"
"R_2rjSi9liLXRDZN7","moral","RKB",1,16,"Knowledge","Bad Outcome","Rationality"
"R_3MQgazHr2PORZoF","moral","RKB",1,16,"Knowledge","Bad Outcome","Rationality"
"R_8doNoWWh9PSxA8p","moral","RKB",1,16,"Knowledge","Bad Outcome","Rationality"
"R_tXtI1MKEITZSY8N","moral","RKB",1,16,"Knowledge","Bad Outcome","Rationality"
"R_3lQv6eHNRtQbYl7","moral","RKB",4,16,"Knowledge","Bad Outcome","Rationality"
"R_1jTIkuunUX6Tldu","moral","RKB",2,16,"Knowledge","Bad Outcome","Rationality"
"R_PMuEbnPTxf87rYR","moral","RKB",2,16,"Knowledge","Bad Outcome","Rationality"
"R_YYKKu3bxNR3uiM9","moral","RKB",1,16,"Knowledge","Bad Outcome","Rationality"
"R_3OoVv24Xf5rxDmf","moral","RKB",1,16,"Knowledge","Bad Outcome","Rationality"
"R_1jfW2S5n2k71h1f","moral","RKB",1,16,"Knowledge","Bad Outcome","Rationality"
"R_XXS7n0tnh79dTe9","moral","RKB",5,16,"Knowledge","Bad Outcome","Rationality"
"R_2Vrym3e2jMG6h2B","moral","RKB",1,16,"Knowledge","Bad Outcome","Rationality"
"R_1Aga2njqskcPlCx","moral","RKB",7,16,"Knowledge","Bad Outcome","Rationality"
"R_129EicnzW5N4gT2","moral","RKB",1,16,"Knowledge","Bad Outcome","Rationality"
"R_3lYPAV0pVf3w6cC","moral","RKB",5,16,"Knowledge","Bad Outcome","Rationality"
"R_2z6C3H6ziUkTYb4","moral","RKB",1,16,"Knowledge","Bad Outcome","Rationality"
"R_1reQmhV7MHR1Hjd","moral","RKB",1,16,"Knowledge","Bad Outcome","Rationality"
"R_3FJanM7CPcs2uDz","moral","RKB",2,16,"Knowledge","Bad Outcome","Rationality"
"R_2rDypkftVvoLaqc","moral","RKB",1,16,"Knowledge","Bad Outcome","Rationality"
"R_3IWhbP0bgUtdAHa","moral","RKB",2,16,"Knowledge","Bad Outcome","Rationality"
"R_3hbCIAeeJzdgmjJ","moral","RKB",1,16,"Knowledge","Bad Outcome","Rationality"
"6","rational","RKB",6,1,"Knowledge","Bad Outcome","Rationality"
"5","rational","RKB",5,1,"Knowledge","Bad Outcome","Rationality"
"6","rational","RKB",6,1,"Knowledge","Bad Outcome","Rationality"
"8","rational","RKB",5,1,"Knowledge","Bad Outcome","Rationality"
"6","rational","RKB",6,1,"Knowledge","Bad Outcome","Rationality"
"4","rational","RKB",6,1,"Knowledge","Bad Outcome","Rationality"
"6","rational","RKB",5,1,"Knowledge","Bad Outcome","Rationality"
"6","rational","RKB",6,1,"Knowledge","Bad Outcome","Rationality"
"3","rational","RKB",5,1,"Knowledge","Bad Outcome","Rationality"
"1","rational","RKB",5,1,"Knowledge","Bad Outcome","Rationality"
"4","rational","RKB",4,1,"Knowledge","Bad Outcome","Rationality"
"8","rational","RKB",2,1,"Knowledge","Bad Outcome","Rationality"
"8","rational","RKB",5,1,"Knowledge","Bad Outcome","Rationality"
"6","rational","RKB",6,1,"Knowledge","Bad Outcome","Rationality"
"6","rational","RKB",6,1,"Knowledge","Bad Outcome","Rationality"
"1","rational","RKB",1,1,"Knowledge","Bad Outcome","Rationality"
"5","rational","RKB",5,1,"Knowledge","Bad Outcome","Rationality"
"8","rational","RKB",6,1,"Knowledge","Bad Outcome","Rationality"
"5","rational","RKB",5,1,"Knowledge","Bad Outcome","Rationality"
"3","rational","RKB",5,1,"Knowledge","Bad Outcome","Rationality"
"4","rational","RKB",4,1,"Knowledge","Bad Outcome","Rationality"
"3","rational","RKB",4,1,"Knowledge","Bad Outcome","Rationality"
"6","rational","RKB",6,1,"Knowledge","Bad Outcome","Rationality"
"6","rational","RKB",6,1,"Knowledge","Bad Outcome","Rationality"
"1","rational","RKB",6,1,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,2,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",3,2,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,2,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,2,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,2,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,2,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",1,2,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,2,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,2,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,2,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,2,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,2,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",4,2,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,2,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",4,2,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,2,"Knowledge","Bad Outcome","Rationality"
"1","rational","RKB",4,2,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,2,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",3,2,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,2,"Knowledge","Bad Outcome","Rationality"
"4","rational","RKB",7,2,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",3,2,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,2,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,2,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,2,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,3,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,3,"Knowledge","Bad Outcome","Rationality"
"6","rational","RKB",7,3,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,3,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,3,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",4,3,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,3,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,3,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,3,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",3,3,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,3,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,3,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,3,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,3,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,3,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,3,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",4,3,"Knowledge","Bad Outcome","Rationality"
"1","rational","RKB",6,3,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",3,3,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,3,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,3,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,3,"Knowledge","Bad Outcome","Rationality"
"6","rational","RKB",7,3,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,3,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,3,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",1,4,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,4,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,4,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,4,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,4,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,4,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,4,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,4,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",1,4,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,4,"Knowledge","Bad Outcome","Rationality"
"8","rational","RKB",6,4,"Knowledge","Bad Outcome","Rationality"
"6","rational","RKB",6,4,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,4,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",3,4,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,4,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,4,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,4,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",4,4,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,4,"Knowledge","Bad Outcome","Rationality"
"3","rational","RKB",7,4,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,4,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,4,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,4,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,4,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,5,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,5,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",2,5,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",4,5,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,5,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,5,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,5,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,5,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",1,5,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,5,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",3,5,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,5,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,5,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",4,5,"Knowledge","Bad Outcome","Rationality"
"6","rational","RKB",7,5,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,5,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",3,5,"Knowledge","Bad Outcome","Rationality"
"8","rational","RKB",6,5,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,5,"Knowledge","Bad Outcome","Rationality"
"5","rational","RKB",6,5,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,5,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,5,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,5,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,5,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,6,"Knowledge","Bad Outcome","Rationality"
"6","rational","RKB",5,6,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",1,6,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,6,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",3,6,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,6,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,6,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",1,6,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",3,6,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,6,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",4,6,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",1,6,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",1,6,"Knowledge","Bad Outcome","Rationality"
"8","rational","RKB",2,6,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,6,"Knowledge","Bad Outcome","Rationality"
"1","rational","RKB",1,6,"Knowledge","Bad Outcome","Rationality"
"5","rational","RKB",2,6,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",4,6,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,6,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",4,6,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,6,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",1,6,"Knowledge","Bad Outcome","Rationality"
"1","rational","RKB",6,6,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",2,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",1,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",4,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,7,"Knowledge","Bad Outcome","Rationality"
"6","rational","RKB",7,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,7,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",4,8,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,8,"Knowledge","Bad Outcome","Rationality"
"5","rational","RKB",6,8,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,8,"Knowledge","Bad Outcome","Rationality"
"8","rational","RKB",6,8,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,8,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,8,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",4,8,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",4,8,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,8,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,8,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,8,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",4,8,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,8,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",3,8,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,8,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,8,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",1,8,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,8,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",4,8,"Knowledge","Bad Outcome","Rationality"
"5","rational","RKB",6,8,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",3,8,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",6,8,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",1,8,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",7,8,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",3,9,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",3,9,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,9,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",5,9,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",4,9,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",1,9,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",4,9,"Knowledge","Bad Outcome","Rationality"
"6","rational","RKB",7,9,"Knowledge","Bad Outcome","Rationality"
"","rational","RKB",1,9,"Knowledge","Bad Outcome","Rationality"
